file,thread,status,bytes,producer,creator,creation_date,n_printed_dates,min_gap_days,cues_hit,institutional,desktop,unsigned,sig_A,sig_B,sig_C,score
016850.pdf,016,ok,1222106,Acrobat Distiller 3.0 for Power Macintosh,,1999-07-13,0,,,False,True,True,0,0,0,0
016852.pdf,016,ok,271269,Adobe PDF Library 7.0,Adobe InDesign CS2 (4.0),2006-10-27,0,,statement:account statement,True,False,True,0,0,0,0
016856.pdf,016,ok,58667,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2,2005-03-07,0,,,False,True,True,0,0,0,0
016858.pdf,016,ok,319858,,,2006-06-23,4,1,,False,False,True,0,0,0,0
016859.pdf,016,ok,75179,Acrobat Distiller 4.0 for Windows,Microsoft Word 8.0,2001-01-23,11,115,,False,True,True,0,2,0,2
016885.pdf,016,ok,394829,Acrobat PDFWriter 3.02 for Windows NT,,1999-09-25,9,38,,False,True,True,0,0,0,0
016914.pdf,016,ok,29721,Acrobat PDFWriter 3.02 for Windows,Scan,,0,,,False,True,True,0,0,0,0
033000.pdf,033,ok,94608,Acrobat Distiller 4.0 for Windows,Microsoft Word 8.0,2004-02-12,3,2,,False,True,True,0,0,0,0
033002.pdf,033,ok,68927,Acrobat Distiller 4.0 for Windows,ACOMP.exe   WinVer 1c15  Aug 31 2005,2006-06-08,23,1,,False,True,True,0,0,0,0
033004.pdf,033,ok,44132,Acrobat Distiller 4.0 for Windows,ACOMP.exe   WinVer 1c15  Aug 31 2005,2007-01-12,5,1,,False,True,True,0,0,0,0
033005.pdf,033,ok,11671,Acrobat Net Distiller 1.0 for Windows,,1999-03-19,8,1,,False,True,True,0,0,0,0
033006.pdf,033,ok,34463,Acrobat Distiller 4.0 for Windows,,2002-10-10,10,1,,False,True,True,0,0,0,0
033008.pdf,033,ok,62121,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2,2007-01-19,3,1,,False,True,True,0,0,0,0
033009.pdf,033,ok,12809,Acrobat Net Distiller 1.0 for Windows,,2001-09-21,12,1425,,False,True,True,0,2,0,2
033010.pdf,033,ok,123003,Acrobat Distiller 3.01 for Windows,ACOMP.exe V010   11-MAY-2000,2000-07-20,16,1,,False,True,True,0,0,0,0
033011.pdf,033,ok,43164,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),PageMaker 6.5,,4,,,False,True,True,0,0,0,0
033012.pdf,033,ok,1134261,Oracle PDF driver,Developer 2000,2008-04-08,6,1,,False,False,True,0,0,0,0
033013.pdf,033,ok,64077,Acrobat Distiller 6.0.1 (Windows),Acrobat PDFMaker 6.0 for Word,2005-07-12,4,0,,False,True,True,0,0,0,0
033014.pdf,033,ok,269365,Acrobat Distiller 3.0 for Power Macintosh,Adobe PageMaker 6.5,2003-09-23,0,,,False,True,True,0,0,0,0
033015.pdf,033,ok,1927478,TextBridge(TM) http://www.scansoft.com,TextBridge(TM) http://www.scansoft.com,2001-11-27,18,3497,,False,False,True,0,2,0,2
033016.pdf,033,ok,743727,Acrobat Distiller 4.0 for Windows,,2002-04-15,11,1,,False,True,True,0,0,0,0
033017.pdf,033,ok,256368,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2.2,2007-08-15,1,244,,False,True,True,0,2,0,2
033018.pdf,033,ok,58512,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2006-12-06,4,1,,False,True,True,0,0,0,0
033019.pdf,033,ok,280129,Corel PDF Engine Version 11.4.0.100,PrintServer130,2008-08-07,19,7,,False,False,True,0,0,0,0
033021.pdf,033,ok,299217,OmniPage 12 http://www.scansoft.com,OmniPage 12 http://www.scansoft.com,2004-01-22,0,,,False,False,True,0,0,0,0
033022.pdf,033,ok,39370,Acrobat Distiller 4.0 for Windows,,2002-10-10,13,1,,False,True,True,0,0,0,0
033023.pdf,033,ok,59376,Acrobat Distiller 4.0 for Windows,,2003-07-01,20,1,,False,True,True,0,0,0,0
033024.pdf,033,ok,1694615,Adobe Acrobat 6.0,Adobe Acrobat 6.0,2004-10-05,0,,,False,True,True,0,0,0,0
033025.pdf,033,ok,392875,Acrobat Distiller 3.01 for Power Macintosh,QuarkXPress(tm) 4.1,2001-04-23,1,363,,False,True,True,0,2,0,2
033026.pdf,033,ok,97822,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2,2006-04-20,1,2001,,False,True,True,0,2,0,2
033028.pdf,033,ok,455887,Acrobat Distiller 6.0 (Windows),Acrobat PDFMaker 6.0 for Word,2005-10-12,7,1,,False,True,True,0,0,0,0
033029.pdf,033,ok,132925,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2.2,2005-09-16,1,1,,False,True,True,0,0,0,0
033031.pdf,033,ok,10941,,"R and OS php pdf writer, http://www.ros.co.nz",2009-02-06,0,,,False,False,True,0,0,0,0
033039.pdf,033,ok,329559,Acrobat PDFWriter 4.05 for Windows NT,Microsoft Excel - 09countx,2006-09-29,0,,,False,True,True,0,0,0,0
033042.pdf,033,ok,318039,Oracle PDF driver,Developer 2000,2008-03-18,5,1,,False,False,True,0,0,0,0
033048.pdf,033,ok,941927,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2002-12-17,0,,,False,True,True,0,0,0,0
033051.pdf,033,ok,438350,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-11-14,1,387,,False,True,True,0,2,0,2
033056.pdf,033,ok,141582,Amyuni Document Converter,,2007-02-28,23,1,,False,False,True,0,0,0,0
033148.pdf,033,ok,996222,Acrobat Distiller 4.05 for Macintosh,Adobe PageMaker 6.52,2003-08-21,0,,,False,True,True,0,0,0,0
033151.pdf,033,ok,14434,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2006-02-24,0,,,False,True,True,0,0,0,0
033152.pdf,033,ok,2412066,Acrobat Distiller 8.0.0 (Windows),Acrobat PDFMaker 8.0 for PowerPoint,2007-11-13,0,,,False,True,True,0,0,0,0
033153.pdf,033,ok,715028,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2.2,2006-06-21,0,,,False,True,True,0,0,0,0
033154.pdf,033,ok,777466,Acrobat Distiller 4.0 for Windows,,2003-05-15,10,2,,False,True,True,0,0,0,0
033155.pdf,033,ok,2125059,Acrobat Distiller 4.0 for Windows,,2002-05-28,11,1,,False,True,True,0,0,0,0
033156.pdf,033,ok,936103,Acrobat Distiller 7.0.5 for Macintosh,,2007-05-31,0,,,False,True,True,0,0,0,0
033157.pdf,033,ok,89123,Acrobat Distiller 8.1.0 (Windows),Acrobat PDFMaker 8.1 for Word,2008-06-06,3,9,,False,True,True,0,0,0,0
033158.pdf,033,ok,3423494,Adobe Acrobat 8.1,PScript5.dll Version 5.2,2008-01-24,0,,,False,True,True,0,0,0,0
033159.pdf,033,ok,1367052,Adobe PDF Library 8.0,Adobe InDesign CS3 (5.0),2008-06-23,1,43,,False,False,True,0,0,0,0
033160.pdf,033,ok,210129,Acrobat Distiller 8.1.0 (Windows),PageMaker 7.0,2008-01-28,0,,,False,True,True,0,0,0,0
033161.pdf,033,ok,3403126,Acrobat Distiller 4.0 for Windows,,2003-03-18,11,1,,False,True,True,0,0,0,0
033162.pdf,033,ok,42407,Acrobat Distiller 4.0 for Windows,,2002-12-24,29,1,,False,True,True,0,0,0,0
033163.pdf,033,ok,420149,Acrobat Distiller 7.0.5 for Macintosh,,2007-05-31,0,,,False,True,True,0,0,0,0
033164.pdf,033,ok,37689,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2.2,2006-07-11,0,,,False,True,True,0,0,0,0
033166.pdf,033,ok,268758,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-04-16,0,,,False,True,True,0,0,0,0
033167.pdf,033,ok,1523500,Acrobat Distiller 6.0 (Windows),PageMaker 7.0,2006-05-24,1,1,,False,True,True,0,0,0,0
033168.pdf,033,ok,235138,Acrobat Distiller 6.0.1 (Windows),Acrobat PDFMaker 6.0 for Word,2006-03-27,5,2170,,False,True,True,0,2,0,2
033169.pdf,033,ok,4254583,Mac OS X 10.4.10 Quartz PDFContext,Word,2007-08-14,0,,,False,True,True,0,0,0,0
033170.pdf,033,ok,426432,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2004-09-29,1,1,,False,True,True,0,0,0,0
033171.pdf,033,ok,207162,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2007-12-21,7,37,,False,True,True,0,0,0,0
033172.pdf,033,ok,1523443,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2005-09-27,4,1,,False,True,True,0,0,0,0
033173.pdf,033,ok,475418,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-09-25,3,132,,False,True,True,0,2,0,2
033174.pdf,033,ok,91106,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2.2,2004-10-22,1,36,,False,True,True,0,0,0,0
033175.pdf,033,ok,4469723,,,2002-01-22,0,,,False,False,True,0,0,0,0
033176.pdf,033,ok,19759,Acrobat PDFWriter 4.05 for Windows NT,Schroeder ext abs.doc - Microsoft Word,2004-01-30,0,,,False,True,True,0,0,0,0
033177.pdf,033,ok,8943,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2005-01-04,0,,,False,True,True,0,0,0,0
033526.pdf,033,ok,111235,Acrobat PDFWriter 2.0 for Macintosh,Microsoft Word,1997-01-07,0,,,False,True,True,0,0,0,0
033527.pdf,033,ok,1800860,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2007-09-12,0,,,False,True,True,0,0,0,0
033528.pdf,033,ok,50980,Acrobat Web Capture 6.0,,2003-09-16,5,1,,False,True,True,0,0,0,0
033529.pdf,033,ok,1684345,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2003-08-20,5,27,,False,True,True,0,0,0,0
033530.pdf,033,ok,14338,Mac OS X 10.4.11 Quartz PDFContext,TextEdit,2008-07-20,0,,,False,False,True,0,0,0,0
033531.pdf,033,ok,1175797,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2004-09-07,1,6,,False,True,True,0,0,0,0
033532.pdf,033,ok,81609,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2007-03-14,0,,,False,True,True,0,0,0,0
033533.pdf,033,ok,1908606,GNU Ghostscript 7.05,PScript5.dll Version 5.2,,9,,invoice:purchase order;medical:histopathology,True,False,True,0,0,0,0
033534.pdf,033,ok,99678,Acrobat Distiller 5.0.5 (Windows),ADOBEPS4.DRV Version 4.50,2002-09-30,0,,,False,True,True,0,0,0,0
033535.pdf,033,ok,69035,Acrobat Distiller 4.0 for Macintosh,QuarkXPress(tm) 4.1,2000-07-18,0,,,False,True,True,0,0,0,0
033536.pdf,033,ok,56255,Acrobat Distiller 4.0 for Windows,ACOMP.exe   WinVer 1b43  jul 14 2003,2005-01-12,24,1,,False,True,True,0,0,0,0
033537.pdf,033,ok,723815,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2005-04-14,0,,,False,True,True,0,0,0,0
033539.pdf,033,ok,292380,Acrobat Distiller 4.0 for Macintosh,PageMaker 6.5,2003-07-30,0,,,False,True,True,0,0,0,0
033540.pdf,033,ok,547978,Acrobat PDFWriter 4.05 for Windows NT,pdf jul06.rtf - Microsoft Word,2006-07-20,17,28,,False,True,True,0,0,0,0
033541.pdf,033,ok,1055458,Acrobat Distiller 8.1.0 (Windows),Acrobat PDFMaker 8.1 for PowerPoint,2008-02-04,0,,,False,True,True,0,0,0,0
033542.pdf,033,ok,41138,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2,2005-10-18,0,,,False,True,True,0,0,0,0
033543.pdf,033,ok,15180,Acrobat PDFWriter 4.0 for Windows,,2000-03-13,0,,,False,True,True,0,0,0,0
033545.pdf,033,ok,3688574,Adobe PDF Library 7.0,Adobe InDesign CS2 (4.0.5),2008-03-03,0,,,False,False,True,0,0,0,0
033546.pdf,033,ok,36706,Acrobat PDFWriter 4.0 for Windows,Microsoft Word - smsk2kabr2 column 2,2000-06-29,0,,,False,True,True,0,0,0,0
033547.pdf,033,ok,119357,Acrobat Distiller 4.05 for Windows,Microsoft Word 9.0,2000-09-08,4,22,,False,True,True,0,0,0,0
033302.pdf,033,ok,39524,Acrobat Distiller 6.0 (Windows),Acrobat PDFMaker 6.0 for Word,2005-04-15,0,,,False,True,True,0,0,0,0
033308.pdf,033,ok,637160,Acrobat Distiller 2.1 for Power Macintosh,,1997-08-15,0,,,False,True,True,0,0,0,0
033309.pdf,033,ok,67659,Acrobat Distiller 4.0 for Windows,Microsoft Word 8.0,2000-01-25,9,15,,False,True,True,0,0,0,0
033310.pdf,033,ok,34955,Acrobat Distiller 5.0.5 (Windows),ACOMP.exe   WinVer 1c15  Aug 31 2005,2007-08-10,14,16,,False,True,True,0,0,0,0
033311.pdf,033,ok,783625,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2008-04-07,0,,,False,True,True,0,0,0,0
033312.pdf,033,ok,199812,,XPP,2002-08-28,2,1,,False,False,True,0,0,0,0
033313.pdf,033,ok,280188,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2005-01-07,1,2587,,False,True,True,0,2,0,2
033314.pdf,033,ok,475451,Acrobat Distiller 4.05 for Windows,Adobe PageMaker 6.52,2003-03-28,1,296,,False,True,True,0,2,0,2
033316.pdf,033,ok,18603,Acrobat Distiller 4.0 for Windows,,2001-05-01,13,5,,False,True,True,0,0,0,0
033317.pdf,033,ok,880742,Acrobat PDFWriter 4.0 for Power Macintosh,QuarkXPress™ 4.1,2001-05-03,0,,,False,True,True,0,0,0,0
033318.pdf,033,ok,32730,GNU Ghostscript 7.05,PScript5.dll Version 5.2.2,2005-02-01,0,,,False,False,True,0,0,0,0
033319.pdf,033,ok,164387,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2.2,2006-01-05,0,,,False,True,True,0,0,0,0
033320.pdf,033,ok,2270519,Acrobat Distiller 4.05 for Windows,Microsoft Word 8.0,2002-06-14,0,,,False,True,True,0,0,0,0
033321.pdf,033,ok,280989,Acrobat Distiller 4.0 for Macintosh,QuarkXPressª: LaserWriter 8 8.7.1,2002-06-24,1,1959,,False,True,True,0,2,0,2
033322.pdf,033,ok,63431,Acrobat Distiller 5.0.5 (Windows),ACOMP.exe   WinVer 1c15  Aug 31 2005,2007-08-10,13,16,,False,True,True,0,0,0,0
033323.pdf,033,ok,149032,Acrobat Distiller 6.0.1 (Windows),XPP,2007-05-14,2,0,,False,True,True,0,0,0,0
033324.pdf,033,ok,24408,AFPL Ghostscript 8.14,PDFCreator Version 0.8.0,2005-11-01,2,26,,False,False,True,0,0,0,0
033325.pdf,033,ok,56227,,XPP,2003-06-27,2,3,,False,False,True,0,0,0,0
033326.pdf,033,ok,499532,Acrobat Distiller 6.0.1 for Macintosh,QuarkXPress(tm) 6.0,2004-04-27,0,,,False,True,True,0,0,0,0
033327.pdf,033,ok,494812,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),Parlance Publisher 5.0/(Xyvision Postscript Formatter) 3.0 3,,5,,,False,True,True,0,0,0,0
033328.pdf,033,ok,788963,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),Parlance Publisher 5.0/(Xyvision Postscript Formatter) 3.0 3,,0,,,False,True,True,0,0,0,0
033329.pdf,033,ok,70470,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2005-07-05,0,,,False,True,True,0,0,0,0
033330.pdf,033,ok,21992,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2008-04-17,0,,,False,True,True,0,0,0,0
033331.pdf,033,ok,2106664,Adobe PDF Library 8.0,Adobe InDesign CS3 (5.0.2),2008-04-16,0,,,False,False,True,0,0,0,0
033332.pdf,033,ok,47899,Adobe Acrobat 7.08 Paper Capture Plug-in,Adobe Acrobat 7.08,2007-10-05,0,,letter:to whom it may concern,True,True,True,2,0,1,3
033333.pdf,033,ok,223686,Acrobat Distiller 5.0 (Windows),Acrobat PDFMaker 5.0 for Word,2001-10-30,2,1,,False,True,True,0,0,0,0
033334.pdf,033,ok,221694,Adobe PDF Library 7.0,Adobe InDesign CS2 (4.0.1),2006-01-10,0,,,False,False,True,0,0,0,0
033335.pdf,033,ok,276450,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2001-08-24,0,,,False,True,True,0,0,0,0
033336.pdf,033,ok,239849,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2003-06-20,5,126,,False,True,True,0,2,0,2
033337.pdf,033,ok,171962,Acrobat PDFWriter 5.0 for Windows,Microsoft Word,2002-05-16,0,,,False,True,True,0,0,0,0
033338.pdf,033,ok,287931,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2.2,2005-02-25,1,3,,False,True,True,0,0,0,0
033339.pdf,033,ok,294792,Acrobat PDFWriter 4.0 for Windows NT,Corel WordPerfect - [H:\Home\EnvRes Share\D8280\FIST\to check\vol3-29\vol3-29.WPD],2000-11-01,0,,,False,True,True,0,0,0,0
033340.pdf,033,ok,173386,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2003-06-20,5,614,,False,True,True,0,2,0,2
033341.pdf,033,ok,375120,Acrobat Distiller 4.05 for Macintosh,Adobe PageMaker 7.0,2005-02-17,0,,,False,True,True,0,0,0,0
033342.pdf,033,ok,815007,AFPL Ghostscript 8.54,dvips(k) 5.94b Copyright 2004 Radical Eye Software,2006-07-17,0,,,False,False,True,0,0,0,0
033343.pdf,033,ok,3399973,Acrobat Distiller 4.05 for Windows,Microsoft Word 8.0,2000-05-23,0,,,False,True,True,0,0,0,0
033344.pdf,033,ok,42599,AFPL Ghostscript 8.14,PDFCreator Version 0.8.0,2005-01-03,2,4,,False,False,True,0,0,0,0
033351.pdf,033,ok,267914,Acrobat Distiller 5.0.5 (Windows),3B2 Total Publishing System 8.07f/W,2008-12-04,1,2,,False,True,True,0,0,0,0
033360.pdf,033,ok,24430,Acrobat Distiller 7.0 (Windows),Acrobat PDFMaker 7.0 for Word,2007-07-02,2,1,,False,True,True,0,0,0,0
033420.pdf,033,ok,77362,Acrobat PDFWriter 3.02 for Windows,,,2,,,False,True,True,0,0,0,0
033548.pdf,033,ok,212576,Acrobat Distiller 2.0 for Macintosh,,1999-09-04,5,20,,False,True,True,0,0,0,0
033549.pdf,033,ok,140090,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2004-08-02,8,38,,False,True,True,0,0,0,0
033550.pdf,033,ok,86961,Acrobat Distiller 3.01 for Power Macintosh,"Nicholas R. Batik, Pleiades Publishing Services Co., 303-337-0060",1998-07-14,0,,,False,True,True,0,0,0,0
033551.pdf,033,ok,2527168,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2,2007-03-09,0,,,False,True,True,0,0,0,0
033552.pdf,033,ok,1611858,Acrobat Distiller 4.0 for Windows,,2002-06-11,1,1,,False,True,True,0,0,0,0
033553.pdf,033,ok,339372,Acrobat Distiller 5.0 (Windows),PScript5.dll Version 5.2,2003-04-09,1,7,,False,True,True,0,0,0,0
033554.pdf,033,ok,192086,Acrobat PDFWriter 4.0 for Power Macintosh,QuarkXPress™ 4.1,2000-12-08,0,,,False,True,True,0,0,0,0
033555.pdf,033,ok,1853990,www.inputsolutions.com,"Input Solutions, Inc.",2002-04-05,0,,,False,False,True,0,0,0,0
033556.pdf,033,ok,1102851,Acrobat Distiller 5.0 (Windows),Acrobat PDFMaker 5.0 for Word,2005-03-09,0,,,False,True,True,0,0,0,0
033557.pdf,033,ok,152184,Acrobat Distiller 2.0 for Power Macintosh,,1996-06-14,2,747,,False,True,True,0,2,0,2
033558.pdf,033,ok,1058656,Acrobat Distiller 3.01 for Windows,Adobe PageMaker 6.52,1998-04-19,0,,,False,True,True,0,0,0,0
033559.pdf,033,ok,551496,StampPDF Batch 2.7 for Solaris - SPDF 1045,XPP,2008-01-08,2,42,,False,False,True,0,0,0,0
033560.pdf,033,ok,82223,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2006-07-21,0,,,False,True,True,0,0,0,0
033561.pdf,033,ok,500965,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,2,563,,False,False,True,0,2,0,2
033562.pdf,033,ok,5101369,Adobe PDF Library 6.0,Adobe InDesign CS (3.0.1),2005-08-17,0,,,False,False,True,0,0,0,0
033563.pdf,033,ok,197545,Acrobat Distiller 8.0.0 (Windows),Acrobat PDFMaker 8.0 for Word,2007-11-07,1,134,,False,True,True,0,2,0,2
033564.pdf,033,ok,30278,Acrobat PDFWriter 4.0 for Windows NT,Lesko.doc - Microsoft Word,2003-12-08,0,,,False,True,True,0,0,0,0
033565.pdf,033,ok,738194,Adobe PDF Library 7.0,Adobe InDesign CS2 (4.0.2),2006-06-30,0,,,False,False,True,0,0,0,0
033566.pdf,033,ok,291039,Acrobat Distiller 5.0.5 (Windows),3B2 Total Publishing System 8.04b/W BETA,2003-10-23,3,66,,False,True,True,0,2,0,2
033567.pdf,033,ok,204381,Acrobat Distiller 5.0 (Windows),Acrobat PDFMaker 5.0 for Word,2003-01-16,7,17,,False,True,True,0,0,0,0
033568.pdf,033,ok,649012,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,2,415,,False,False,True,0,2,0,2
033569.pdf,033,ok,881523,Acrobat Distiller 6.0.1 (Windows),PScript5.dll Version 5.2,2005-06-08,0,,,False,True,True,0,0,0,0
033570.pdf,033,ok,4091137,Adobe Acrobat 8.1,Adobe Acrobat 8.1 Combine Files,2008-06-30,0,,,False,True,True,0,0,0,0
033571.pdf,033,ok,95285,Acrobat Distiller 3.01 para Windows,Adobe Printer Driver para Windows 2.1.1,2004-05-20,0,,,False,True,True,0,0,0,0
033572.pdf,033,ok,1746906,Acrobat PDFWriter 4.0 Windows NT,ReferencesRefID.doc - Microsoft Word,2008-08-06,0,,,False,True,True,0,0,0,0
033628.pdf,033,ok,320992,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-02-01,0,,,False,True,True,0,0,0,0
033629.pdf,033,ok,776269,Acrobat Distiller 7.0 (Windows),Arbortext Advanced Print Publisher 9.0.223/W,2007-05-12,2,155,,False,True,True,0,2,0,2
033630.pdf,033,ok,534786,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2.2,2004-02-23,1,1,,False,True,True,0,0,0,0
033631.pdf,033,ok,272700,Acrobat Distiller 7.0.5 (Windows),Acrobat PDFMaker 7.0.7 for Word,2007-08-29,0,,,False,True,True,0,0,0,0
033655.pdf,033,ok,152307,Acrobat Distiller 6.0.1 (Windows),XPP,2007-03-13,7,1,,False,True,True,0,0,0,0
033658.pdf,033,ok,1314012,Acrobat Distiller 5.0.5 (Windows),Acrobat PDFMaker 5.0 for Word,2004-06-25,0,,,False,True,True,0,0,0,0
033684.pdf,033,ok,252932,Acrobat Distiller 6.0 (Windows),PScript5.dll Version 5.2.2,2007-05-11,0,,,False,True,True,0,0,0,0
033685.pdf,033,ok,457693,Acrobat Distiller 7.0.5 (Windows),PScript5.dll Version 5.2.2,2007-01-30,5,1,,False,True,True,0,0,0,0
033686.pdf,033,ok,6518,Acrobat Distiller 6.0 (Windows),,2006-02-07,0,,,False,True,True,0,0,0,0
033687.pdf,033,ok,546310,Antenna House PDF Output Library 2.4.0 (Linux),"XSL Formatter V4.1 MR5 (4,1,2007,0509) for Linux",2008-09-18,2,207,,False,False,True,0,2,0,2
033688.pdf,033,ok,14630,Acrobat Distiller 8.1.0 (Windows),Acrobat PDFMaker 8.1 for Word,2008-06-09,2,26,,False,True,True,0,0,0,0
033689.pdf,033,ok,43028,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2.2,2006-05-17,0,,,False,True,True,0,0,0,0
033690.pdf,033,ok,239344,Acrobat Distiller 4.05 for Windows,,2001-03-09,1,434,,False,True,True,0,2,0,2
033691.pdf,033,ok,351449,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2.2,2008-03-25,40,200,,False,True,True,0,2,0,2
033692.pdf,033,ok,22114,Acrobat PDFWriter 5.0 for Windows NT,WordPerfect 11 - [U:\ORDERS - TOLEDO\DECISIONS AND JUDGMENTS\01-36776 MOD.wpd],2003-12-31,10,755,,False,True,True,0,2,0,2
033714.pdf,033,ok,205870,Acrobat Distiller 2.1 for Windows,,1996-05-15,5,1,,False,True,True,0,0,0,0
033715.pdf,033,ok,32072,Acrobat PDFWriter 3.02 for Windows,K:\COMMON\OPINIONS\ALLOPNS\98\972142P,,4,,,False,True,True,0,0,0,0
033716.pdf,033,ok,228365,Acrobat Distiller 2.1 for Windows,,1998-07-15,4,1,,False,True,True,0,0,0,0
033717.pdf,033,ok,51373,JAWS PDFLib,activePDF Server,2006-04-21,31,82,,False,False,True,0,2,0,2
033718.pdf,033,ok,395577,Acrobat Distiller 4.0 for Macintosh,QuarkXPressª: PSPrinter 8.3.1,2001-10-15,0,,,False,True,True,0,0,0,0
033719.pdf,033,ok,127922,Oracle PDF driver,Developer 2000,1999-07-14,0,,,False,False,True,0,0,0,0
033720.pdf,033,ok,429643,Acrobat Distiller 5.0 (Windows),Acrobat PDFMaker 5.0 for Word,2004-02-11,0,,,False,True,True,0,0,0,0
033721.pdf,033,ok,148671,AFPL Ghostscript 8.54,FAME,2008-09-17,5,0,,False,False,True,0,0,0,0
033722.pdf,033,ok,84985,Acrobat Distiller 2.1 for Windows,,1997-02-13,3,172,,False,True,True,0,2,0,2
033723.pdf,033,ok,62544,Acrobat PDFWriter 3.02 for Windows,Corel Office Document,,0,,,False,True,True,0,0,0,0
033724.pdf,033,ok,22991,Acrobat PDFWriter 4.0 for Windows,C:\RPT130682376.WPD              [PFP#1012125701],2001-10-25,4,2,,False,True,True,0,0,0,0
033728.pdf,033,ok,78826,Acrobat PDFWriter 5.0 for Windows NT,cam07-22.wpd - Microsoft Word,2003-03-18,1,1336,,False,True,True,0,2,0,2
033745.pdf,033,ok,138047,Corel PDF Engine Version 9.543,POP90,2001-12-17,18,4,,False,False,True,0,0,0,0
033746.pdf,033,ok,56497,Acrobat Distiller 8.0.0 (Windows),Acrobat PDFMaker 8.0 for Word,2007-06-26,13,1,,False,True,True,0,0,0,0
033749.pdf,033,ok,44957,Acrobat Distiller 4.0 for Windows,,2002-07-05,14,1,,False,True,True,0,0,0,0
033750.pdf,033,ok,56313,Acrobat Distiller 5.0.5 (Windows),AdobePS5.dll Version 5.2.2,2005-04-13,3,2190,invoice:purchase order,True,True,True,2,2,1,5
033751.pdf,033,ok,1023512,Acrobat Distiller 6.0.1 (Windows),Acrobat PDFMaker 6.0 for Word,2006-01-25,0,,,False,True,True,0,0,0,0
033758.pdf,033,ok,89561,Corel PDF Engine Version 10.719,Print Server 100,2007-03-16,0,,,False,False,True,0,0,0,0
033759.pdf,033,ok,67543,Acrobat Distiller 8.1.0 (Windows),Adobe Acrobat 8.1 Combine Files,2009-02-20,26,1,,False,True,True,0,0,0,0
033762.pdf,033,ok,625637,Acrobat PDFWriter 4.05 for Windows NT,Microsoft Excel - HZIP1202,2003-06-23,10,4,,False,True,True,0,0,0,0
033764.pdf,033,ok,915395,Acrobat Distiller 5.0.5 (Windows),PScript5.dll Version 5.2,2004-11-04,0,,,False,True,True,0,0,0,0
