arm,doc_type,file,genre,desktop_producer,date_gap_days,unsigned,sig_A,sig_B,sig_C,score,grade,flagged
genuine,invoice,genuine/invoices/invoice_036.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_037.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_038.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_039.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_040.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_041.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_042.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_043.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_044.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_045.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_046.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_047.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_048.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_049.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_050.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_051.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_052.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_053.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_054.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_055.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_056.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_057.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_058.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_059.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_060.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_061.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_062.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_063.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_064.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_065.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_066.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_067.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_068.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_069.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_070.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_071.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_072.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_073.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_074.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_075.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_076.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_077.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_078.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_079.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_080.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_081.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_082.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_083.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_084.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_085.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_086.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_087.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_088.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_089.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_090.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_091.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_092.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_093.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_094.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_095.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_096.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_097.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_098.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_099.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_100.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_1000.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_101.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_102.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_103.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_104.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_105.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_106.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_107.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_108.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_109.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_110.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_111.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_112.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_113.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_114.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_115.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_116.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_117.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_118.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_119.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_120.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_121.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_122.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_123.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_124.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_125.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_126.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_127.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_128.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_129.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_130.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_131.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_132.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_133.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_134.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_135.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_136.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_137.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_138.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_139.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_140.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_141.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_142.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_143.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_144.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_145.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_146.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_147.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_148.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_149.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_150.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_151.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_152.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_153.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_154.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_155.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_156.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_157.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_158.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_159.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_160.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_161.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_162.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_163.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_164.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_165.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_166.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_167.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_168.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_169.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_170.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_171.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_172.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_173.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_174.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_175.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_176.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_177.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_178.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_179.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_180.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_181.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_182.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_183.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_184.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_185.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_186.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_187.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_188.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_189.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_190.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_191.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_192.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_193.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_194.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_195.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_196.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_197.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_198.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_199.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_200.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_201.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_202.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_203.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_204.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_205.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_206.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_207.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_208.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_209.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_210.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_211.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_212.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_213.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_214.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_215.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_216.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_217.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_218.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_219.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_220.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_221.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_222.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_223.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_224.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_225.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_226.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_227.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_228.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_229.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_230.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_231.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_232.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_233.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_234.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_235.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_236.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_237.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_238.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_239.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_240.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_241.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_242.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_243.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_244.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_245.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_246.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_247.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_248.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_249.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_250.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_251.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_252.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_253.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_254.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_255.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_256.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_257.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_258.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_259.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_260.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_261.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_262.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_263.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_264.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_265.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_266.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_267.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_268.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_269.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_270.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_271.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_272.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_273.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_274.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_275.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_276.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_277.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_278.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_279.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_280.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_281.pdf,invoice,False,1,True,0,0,0,0,clear,False
genuine,invoice,genuine/invoices/invoice_282.pdf,invoice,False,1,True,0,0,0,0,clear,False
